posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.52,19.78,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.55,20.25,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
3,BRB - CFI S/A,1.6,20.93,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
4,CAIXA ECONOMICA FEDERAL,1.6,20.94,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
5,BCO SANTANDER (BRASIL) S.A.,1.64,21.62,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
6,BCO BANESTES S.A.,1.65,21.73,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
7,KIRTON BANK,1.69,22.28,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
8,BCO DO BRASIL S.A.,1.72,22.65,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
9,BCO SAFRA S.A.,1.73,22.82,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
10,BCO BRADESCO S.A.,1.73,22.91,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
11,SANTINVEST S.A. - CFI,1.75,23.15,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
12,BCO ARBI S.A.,1.76,23.33,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
13,BCO MERCANTIL DO BRASIL S.A.,1.79,23.66,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
14,BANCOOB,1.79,23.71,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
15,MERCANTIL BRASIL FIN S.A. CFI,1.81,24.0,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
16,BCO BARIGUI INV FIN S/A,1.83,24.35,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
17,BANCO CIFRA,1.88,25.08,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
18,BCO DO ESTADO DO RS S.A.,1.89,25.12,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
19,BCO CCB BRASIL S.A.,1.95,26.03,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
20,BRB - BCO DE BRASILIA S.A.,1.96,26.27,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
21,BCO DO EST. DO PA S.A.,1.99,26.65,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
22,BV FINANCEIRA S.A. CFI,1.99,26.68,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
23,BANCO PAN,1.99,26.73,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
24,ITAÚ UNIBANCO BM S.A.,2.0,26.77,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
25,BCO BRADESCO FINANC. S.A.,2.02,27.09,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
26,BANCO ITAÚ CONSIGNADO S.A.,2.08,28.04,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
27,BCO VOTORANTIM S.A.,2.09,28.13,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
28,BIORC FINANCEIRA - CFI S.A.,2.09,28.2,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
29,BCO CETELEM S.A.,2.1,28.37,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
30,BCO DO EST. DE SE S.A.,2.15,29.06,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
31,BCO DAYCOVAL S.A,2.18,29.56,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
32,BCO BMG S.A.,2.21,29.99,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
33,BCO BS2 S.A.,2.32,31.73,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
34,CCB BRASIL S.A. - CFI,2.33,31.78,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
35,BCO INDUSTRIAL DO BRASIL S.A.,2.38,32.67,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
36,BCO LUSO BRASILEIRO S.A.,2.45,33.73,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
37,ESTRELA MINEIRA,2.64,36.69,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
38,BCO AGIBANK S.A.,3.38,48.93,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
39,SOCINAL S.A. CFI,3.58,52.53,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
40,PORTOCRED S.A. - CFI,5.99,101.1,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
41,FACTA S.A. CFI,6.48,112.5,220,2014-05-08,08/05/2014 a 14/05/2014,Crédito pessoal consignado público,Pré-fixado
