posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.33,17.21,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.43,18.56,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.45,18.9,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
4,BRB - CFI S/A,1.52,19.89,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.53,19.99,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.59,20.83,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SAFRA S.A.,1.7,22.35,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.74,22.97,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
9,BRB - BCO DE BRASILIA S.A.,1.74,23.01,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
10,BCO DO EST. DO PA S.A.,1.78,23.58,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO BARIGUI INV FIN S/A,1.8,23.91,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO DO BRASIL S.A.,1.83,24.34,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
13,LECCA CFI S.A.,1.86,24.74,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
14,KIRTON BANK,1.86,24.82,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
15,BCO MERCANTIL DO BRASIL S.A.,1.89,25.19,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
16,BCO CRUZEIRO DO SUL S.A.,1.91,25.44,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
17,BANCOOB,1.92,25.61,220,2012-06-15,15/06/2012 a 21/06/2012,Crédito pessoal consignado público,Pré-fixado
