posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.39,17.96,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.51,19.66,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.53,20.03,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
4,BRB - CFI S/A,1.58,20.68,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.65,21.72,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.76,23.24,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SAFRA S.A.,1.79,23.72,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO DO EST. DO PA S.A.,1.81,24.05,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
9,BCO BARIGUI INV FIN S/A,1.81,24.06,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
10,BCO SANTANDER (BRASIL) S.A.,1.83,24.35,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
11,BRB - BCO DE BRASILIA S.A.,1.9,25.27,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
12,SANTINVEST S.A. - CFI,1.92,25.58,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
13,BCO CETELEM S.A.,1.93,25.79,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
14,BCO MERCANTIL DO BRASIL S.A.,1.97,26.34,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
15,BCO FIBRA S.A.,1.98,26.57,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
16,ITAÚ UNIBANCO BM S.A.,1.99,26.72,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
17,PARANA BCO S.A.,2.01,26.94,220,2012-04-04,04/04/2012 a 11/04/2012,Crédito pessoal consignado público,Pré-fixado
