posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.31,16.93,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.45,18.83,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
3,BRB - CFI S/A,1.45,18.85,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
4,BCO ALFA S.A.,1.5,19.51,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.54,20.12,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.6,20.95,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SAFRA S.A.,1.71,22.58,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.75,23.14,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
9,BRB - BCO DE BRASILIA S.A.,1.76,23.24,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
10,BANCOOB,1.76,23.33,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO BARIGUI INV FIN S/A,1.78,23.6,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO DO EST. DO PA S.A.,1.79,23.73,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
13,BCO DO BRASIL S.A.,1.86,24.69,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
14,SANTINVEST S.A. - CFI,1.86,24.7,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
15,BCO CRUZEIRO DO SUL S.A.,1.88,24.98,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
16,KIRTON BANK,1.88,25.1,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
17,BCO CETELEM S.A.,1.91,25.51,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
18,PARANA BCO S.A.,1.93,25.76,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
19,LECCA CFI S.A.,1.94,25.94,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
20,BANCO ORIGINAL,1.94,25.99,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
21,ITAÚ UNIBANCO BM S.A.,2.0,26.89,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
22,BCO MERCANTIL DO BRASIL S.A.,2.03,27.25,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
23,BCO BRADESCO S.A.,2.05,27.55,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
24,BCO LUSO BRASILEIRO S.A.,2.06,27.67,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
25,BCO BRADESCO FINANC. S.A.,2.07,27.92,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
26,BIORC FINANCEIRA - CFI S.A.,2.09,28.18,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
27,BCO ARBI S.A.,2.1,28.28,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
28,BCO CCB BRASIL S.A.,2.14,28.98,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
29,BANCO INTER,2.14,28.98,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
30,BCO VOTORANTIM S.A.,2.18,29.53,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
31,BCO BMG S.A.,2.25,30.68,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
32,BCO DO EST. DE SE S.A.,2.26,30.77,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
33,BCV,2.27,30.88,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
34,BCO DAYCOVAL S.A,2.3,31.38,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
35,BV FINANCEIRA S.A. CFI,2.3,31.4,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
36,CCB BRASIL S.A. - CFI,2.36,32.26,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
37,BCO INDUSTRIAL DO BRASIL S.A.,2.39,32.76,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
38,BCO BS2 S.A.,2.46,33.9,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
39,SOCINAL S.A. CFI,3.44,50.07,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
40,BANIF BRASIL BM S.A.,3.66,53.91,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
41,BANCO SEMEAR,3.81,56.61,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
42,PORTOCRED S.A. - CFI,7.29,132.53,220,2012-07-03,03/07/2012 a 09/07/2012,Crédito pessoal consignado público,Pré-fixado
