posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BRB - CFI S/A,1.3,16.7,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.36,17.63,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
3,BCO MERCANTIL DO BRASIL S.A.,1.42,18.42,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
4,FINANC ALFA S.A. CFI,1.42,18.44,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
5,BCO SAFRA S.A.,1.47,19.2,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.52,19.91,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
7,BCO BANESTES S.A.,1.54,20.13,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
8,BCO DO ESTADO DO RS S.A.,1.55,20.26,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
9,BCO SANTANDER (BRASIL) S.A.,1.58,20.68,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
10,SANTINVEST S.A. - CFI,1.68,22.1,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
11,KIRTON BANK,1.69,22.24,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
12,BCO DO BRASIL S.A.,1.71,22.55,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
13,BCO BARIGUI INV FIN S/A,1.73,22.79,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
14,BCO ARBI S.A.,1.73,22.86,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
15,PARANA BCO S.A.,1.76,23.34,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
16,ITAÚ UNIBANCO BM S.A.,1.78,23.64,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
17,BCO DO EST. DO PA S.A.,1.79,23.73,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
18,BRB - BCO DE BRASILIA S.A.,1.79,23.76,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
19,BCO BRADESCO S.A.,1.8,23.81,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
20,BIORC FINANCEIRA - CFI S.A.,1.8,23.89,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
21,BCO FIBRA S.A.,1.82,24.2,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
22,BCO CETELEM S.A.,1.84,24.5,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
23,BCO BRADESCO FINANC. S.A.,1.89,25.24,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
24,BANCO INTER,1.94,25.88,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
25,BANCOOB,1.95,26.02,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
26,BCO DAYCOVAL S.A,1.95,26.05,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
27,BCO LUSO BRASILEIRO S.A.,1.97,26.42,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
28,BCO VOTORANTIM S.A.,2.0,26.75,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
29,BCO CCB BRASIL S.A.,2.08,28.05,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
30,BCO BMG S.A.,2.12,28.56,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
31,BANCO CIFRA,2.13,28.72,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
32,BV FINANCEIRA S.A. CFI,2.14,28.9,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
33,BCO DO EST. DE SE S.A.,2.2,29.77,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
34,BCO INDUSTRIAL DO BRASIL S.A.,2.21,29.93,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
35,BCO BS2 S.A.,2.23,30.32,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
36,BANCO ITAÚ CONSIGNADO S.A.,2.31,31.51,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
37,ESTRELA MINEIRA,2.65,36.89,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
38,SOCINAL S.A. CFI,3.54,51.81,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
39,PORTOCRED S.A. - CFI,7.17,129.43,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
40,FACTA S.A. CFI,7.24,131.44,220,2013-03-19,19/03/2013 a 25/03/2013,Crédito pessoal consignado público,Pré-fixado
