posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO CACIQUE S.A.,0.31,3.82,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
2,BCO DO ESTADO DO RS S.A.,1.29,16.65,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
3,BRB - CFI S/A,1.41,18.26,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
4,BCO ALFA S.A.,1.45,18.78,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
5,FINANC ALFA S.A. CFI,1.48,19.28,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
6,BCO BANESTES S.A.,1.51,19.7,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
7,MERCANTIL BRASIL FIN S.A. CFI,1.51,19.72,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
8,CAIXA ECONOMICA FEDERAL,1.53,19.92,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
9,BCO SAFRA S.A.,1.58,20.67,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
10,BCO MERCANTIL DO BRASIL S.A.,1.58,20.72,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
11,BCO BRADESCO S.A.,1.67,22.0,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
12,BRB - BCO DE BRASILIA S.A.,1.69,22.27,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
13,BCO DO BRASIL S.A.,1.69,22.28,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
14,BCO SANTANDER (BRASIL) S.A.,1.73,22.83,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
15,BCO ARBI S.A.,1.74,23.05,220,2013-08-09,09/08/2013 a 15/08/2013,Crédito pessoal consignado público,Pré-fixado
