posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.46,19.05,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.51,19.66,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
3,CAIXA ECONOMICA FEDERAL,1.52,19.81,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
4,BCO BANESTES S.A.,1.54,20.17,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
5,BCO SANTANDER (BRASIL) S.A.,1.61,21.07,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
6,BCO DO BRASIL S.A.,1.62,21.2,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
7,BCO DO ESTADO DO RS S.A.,1.67,21.97,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
8,KIRTON BANK,1.68,22.16,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
9,BCO ARBI S.A.,1.69,22.26,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
10,BCO BRADESCO S.A.,1.7,22.41,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
11,SANTINVEST S.A. - CFI,1.7,22.45,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
12,BANCOOB,1.72,22.77,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
13,BRB - CFI S/A,1.75,23.07,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
14,BCO BARIGUI INV FIN S/A,1.76,23.23,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
15,PARANA BCO S.A.,1.76,23.3,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
16,BCO SAFRA S.A.,1.76,23.32,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
17,BANCO PAN,1.81,23.95,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
18,BCO MERCANTIL DO BRASIL S.A.,1.81,24.06,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
19,BRB - BCO DE BRASILIA S.A.,1.82,24.21,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
20,MERCANTIL BRASIL FIN S.A. CFI,1.83,24.35,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
21,BCO BRADESCO FINANC. S.A.,1.84,24.49,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
22,BCO CETELEM S.A.,1.88,24.99,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
23,ITAÚ UNIBANCO BM S.A.,1.91,25.45,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
24,BV FINANCEIRA S.A. CFI,1.94,25.87,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
25,BCO VOTORANTIM S.A.,1.95,26.07,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
26,BCO DAYCOVAL S.A,1.96,26.19,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
27,BANCO ITAÚ CONSIGNADO S.A.,2.03,27.22,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
28,BCO CCB BRASIL S.A.,2.04,27.49,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
29,BCO DO EST. DE SE S.A.,2.04,27.49,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
30,BCO BMG S.A.,2.09,28.21,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
31,BIORC FINANCEIRA - CFI S.A.,2.11,28.43,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
32,BCO LUSO BRASILEIRO S.A.,2.25,30.66,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
33,BCO INDUSTRIAL DO BRASIL S.A.,2.32,31.61,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
34,BCO BS2 S.A.,2.33,31.85,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
35,BANCO CIFRA,2.41,33.09,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
36,ESTRELA MINEIRA,2.78,39.04,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
37,SOCINAL S.A. CFI,3.52,51.54,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
38,BCO AGIBANK S.A.,4.04,60.87,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
39,FACTA S.A. CFI,5.79,96.38,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
40,PORTOCRED S.A. - CFI,6.06,102.66,220,2013-12-04,04/12/2013 a 10/12/2013,Crédito pessoal consignado público,Pré-fixado
