posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.33,17.18,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.44,18.75,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.45,18.84,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
4,BCO BANESTES S.A.,1.53,19.92,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
5,BRB - CFI S/A,1.54,20.07,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.59,20.86,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SAFRA S.A.,1.7,22.36,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.74,23.04,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
9,BRB - BCO DE BRASILIA S.A.,1.75,23.1,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
10,BCO DO EST. DO PA S.A.,1.78,23.59,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO BARIGUI INV FIN S/A,1.79,23.74,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO DO BRASIL S.A.,1.83,24.37,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
13,LECCA CFI S.A.,1.86,24.71,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
14,KIRTON BANK,1.87,24.86,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
15,BCO MERCANTIL DO BRASIL S.A.,1.89,25.19,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
16,BANCOOB,1.9,25.28,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
17,BCO CRUZEIRO DO SUL S.A.,1.92,25.58,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
18,ITAÚ UNIBANCO BM S.A.,1.92,25.64,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
19,BCO CETELEM S.A.,1.94,25.86,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
20,SANTINVEST S.A. - CFI,1.95,26.08,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
21,PARANA BCO S.A.,1.95,26.09,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
22,BCO BRADESCO S.A.,2.0,26.87,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
23,BCO ARBI S.A.,2.07,27.81,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
24,BANCO ORIGINAL,2.07,27.87,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
25,BCO BRADESCO FINANC. S.A.,2.09,28.13,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
26,BCO DO EST. DE SE S.A.,2.14,28.92,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
27,BCV,2.22,30.11,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
28,BCO BMG S.A.,2.24,30.46,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
29,BCO CCB BRASIL S.A.,2.25,30.53,220,2012-06-14,14/06/2012 a 20/06/2012,Crédito pessoal consignado público,Pré-fixado
