posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.52,19.79,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
2,CAIXA ECONOMICA FEDERAL,1.54,20.12,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.56,20.41,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
4,BANCOOB,1.63,21.41,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
5,BCO SANTANDER (BRASIL) S.A.,1.68,22.06,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
6,KIRTON BANK,1.68,22.16,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
7,BCO BANESTES S.A.,1.69,22.27,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
8,BCO BRADESCO S.A.,1.7,22.42,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
9,BRB - CFI S/A,1.7,22.48,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
10,BCO SAFRA S.A.,1.72,22.76,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
11,BCO ARBI S.A.,1.73,22.82,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
12,BCO DO BRASIL S.A.,1.74,22.99,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
13,MERCANTIL BRASIL FIN S.A. CFI,1.78,23.57,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
14,SANTINVEST S.A. - CFI,1.79,23.72,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
15,PARANA BCO S.A.,1.83,24.32,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
16,BCO MERCANTIL DO BRASIL S.A.,1.83,24.34,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
17,BCO BARIGUI INV FIN S/A,1.85,24.54,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
18,BANCO INTER,1.85,24.67,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
19,BCO DO EST. DO PA S.A.,1.98,26.46,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
20,BANCO PAN,1.98,26.53,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
21,BCO DO ESTADO DO RS S.A.,1.98,26.54,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
22,BRB - BCO DE BRASILIA S.A.,2.0,26.76,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
23,BCO CCB BRASIL S.A.,2.02,27.14,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
24,BCO VOTORANTIM S.A.,2.02,27.16,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
25,BCO BRADESCO FINANC. S.A.,2.06,27.76,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
26,ITAÚ UNIBANCO BM S.A.,2.08,28.0,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
27,BCO DAYCOVAL S.A,2.11,28.45,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
28,BCO DO EST. DE SE S.A.,2.11,28.53,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
29,BANCO ITAÚ CONSIGNADO S.A.,2.12,28.65,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
30,BCO BMG S.A.,2.2,29.8,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
31,BV FINANCEIRA S.A. CFI,2.22,30.12,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
32,BCO CETELEM S.A.,2.27,30.84,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
33,BCO AGIBANK S.A.,2.29,31.22,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
34,BCO LUSO BRASILEIRO S.A.,2.32,31.6,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
35,BCO BS2 S.A.,2.32,31.69,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
36,CCB BRASIL S.A. - CFI,2.35,32.13,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
37,BCO INDUSTRIAL DO BRASIL S.A.,2.37,32.4,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
38,ESTRELA MINEIRA,2.64,36.7,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
39,BIORC FINANCEIRA - CFI S.A.,2.67,37.12,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
40,SOCINAL S.A. CFI,3.53,51.69,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
41,PORTOCRED S.A. - CFI,6.06,102.64,220,2014-08-01,01/08/2014 a 07/08/2014,Crédito pessoal consignado público,Pré-fixado
