posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.24,16.0,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
2,BRB - CFI S/A,1.39,18.05,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
3,BCO ALFA S.A.,1.45,18.92,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
4,FINANC ALFA S.A. CFI,1.46,19.05,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.54,20.14,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.57,20.51,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO DO BRASIL S.A.,1.71,22.55,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.72,22.72,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
9,BRB - BCO DE BRASILIA S.A.,1.73,22.8,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
10,BCO BARIGUI INV FIN S/A,1.74,23.04,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO FIBRA S.A.,1.75,23.15,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO SAFRA S.A.,1.77,23.41,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
13,BCO DO EST. DO PA S.A.,1.78,23.65,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
14,BIORC FINANCEIRA - CFI S.A.,1.79,23.66,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
15,SANTINVEST S.A. - CFI,1.8,23.8,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
16,LECCA CFI S.A.,1.82,24.12,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
17,PARANA BCO S.A.,1.85,24.59,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
18,BCO MERCANTIL DO BRASIL S.A.,1.85,24.6,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
19,KIRTON BANK,1.85,24.61,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
20,BCO CETELEM S.A.,1.89,25.2,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
21,ITAÚ UNIBANCO BM S.A.,1.89,25.21,220,2012-08-14,14/08/2012 a 20/08/2012,Crédito pessoal consignado público,Pré-fixado
