posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.72,22.74,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.78,23.6,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
3,BRB - CFI S/A,1.8,23.92,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
4,BCO BARIGUI INV FIN S/A,1.86,24.77,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
5,BCO SANTANDER (BRASIL) S.A.,1.89,25.15,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
6,BCO BANESTES S.A.,1.89,25.24,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
7,BRB - BCO DE BRASILIA S.A.,1.91,25.52,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
8,BCO SAFRA S.A.,1.92,25.69,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
9,KIRTON BANK,1.94,25.99,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
10,BCO BRADESCO S.A.,1.96,26.22,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
11,BCO ARBI S.A.,1.97,26.36,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
12,BANCOOB,1.97,26.39,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
13,CAIXA ECONOMICA FEDERAL,1.97,26.42,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
14,PARANA BCO S.A.,1.99,26.63,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
15,BCO VOTORANTIM S.A.,2.01,26.94,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
16,BANCO ITAÚ CONSIGNADO S.A.,2.03,27.33,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
17,BCO CCB BRASIL S.A.,2.05,27.59,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
18,BCO DO BRASIL S.A.,2.06,27.67,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
19,BCO MERCANTIL DO BRASIL S.A.,2.15,29.09,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
20,BCO DO ESTADO DO RS S.A.,2.17,29.34,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
21,BANCO PAN,2.18,29.5,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
22,BCO DO EST. DO PA S.A.,2.23,30.29,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
23,BCO BRADESCO FINANC. S.A.,2.24,30.38,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
24,BCO DAYCOVAL S.A,2.25,30.57,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
25,BCO CETELEM S.A.,2.25,30.64,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
26,BCO BS2 S.A.,2.26,30.76,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
27,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.27,30.9,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
28,SANTINVEST S.A. - CFI,2.3,31.36,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
29,BCO DO EST. DE SE S.A.,2.43,33.31,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
30,CCB BRASIL S.A. - CFI,2.49,34.29,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
31,MERCANTIL BRASIL FIN S.A. CFI,2.53,35.01,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
32,ITAÚ UNIBANCO BM S.A.,2.56,35.38,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
33,BCO INDUSTRIAL DO BRASIL S.A.,2.6,36.06,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
34,BANCO INTER,2.61,36.16,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
35,BCO LUSO BRASILEIRO S.A.,2.77,38.81,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
36,PORTOCRED S.A. - CFI,5.81,96.97,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
37,FACTA S.A. CFI,6.8,120.17,220,2016-06-02,02/06/2016 a 08/06/2016,Crédito pessoal consignado público,Pré-fixado
