posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BRB - CFI S/A,1.39,18.0,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.41,18.28,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.42,18.41,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
4,BCO DO ESTADO DO RS S.A.,1.45,18.8,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
5,CAIXA ECONOMICA FEDERAL,1.51,19.71,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
6,BCO SAFRA S.A.,1.55,20.3,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
7,BCO BANESTES S.A.,1.56,20.38,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
8,SANTINVEST S.A. - CFI,1.62,21.31,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
9,BCO SANTANDER (BRASIL) S.A.,1.63,21.44,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
10,BCO BRADESCO S.A.,1.67,21.99,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
11,KIRTON BANK,1.7,22.41,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
12,BCO DO BRASIL S.A.,1.7,22.45,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
13,BIORC FINANCEIRA - CFI S.A.,1.71,22.59,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
14,BCO BARIGUI INV FIN S/A,1.74,23.03,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
15,PARANA BCO S.A.,1.75,23.16,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
16,BANCOOB,1.77,23.4,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
17,BRB - BCO DE BRASILIA S.A.,1.77,23.43,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
18,SENFF S.A. - CFI,1.78,23.57,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
19,BCO DO EST. DO PA S.A.,1.8,23.85,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
20,BCO BRADESCO FINANC. S.A.,1.81,23.94,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
21,BCO FIBRA S.A.,1.83,24.24,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
22,BANCO INTER,1.83,24.31,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
23,BCO ARBI S.A.,1.84,24.45,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
24,BCO CETELEM S.A.,1.88,25.05,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
25,BCO MERCANTIL DO BRASIL S.A.,1.89,25.12,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
26,BCO LUSO BRASILEIRO S.A.,1.91,25.45,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
27,BCO DAYCOVAL S.A,1.91,25.47,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
28,ITAÚ UNIBANCO BM S.A.,1.93,25.76,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
29,BCO VOTORANTIM S.A.,1.94,25.88,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
30,BCO CCB BRASIL S.A.,2.01,26.93,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
31,BCO BMG S.A.,2.07,27.93,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
32,BV FINANCEIRA S.A. CFI,2.14,28.86,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
33,BCO INDUSTRIAL DO BRASIL S.A.,2.19,29.74,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
34,BANCO ITAÚ CONSIGNADO S.A.,2.29,31.17,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
35,PARATI - CFI S.A.,2.3,31.3,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
36,BCO BS2 S.A.,2.3,31.4,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
37,CCB BRASIL S.A. - CFI,2.4,33.0,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
38,ESTRELA MINEIRA,2.64,36.78,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
39,PORTOCRED S.A. - CFI,6.12,103.89,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
40,FACTA S.A. CFI,7.44,136.67,220,2013-05-02,02/05/2013 a 08/05/2013,Crédito pessoal consignado público,Pré-fixado
