posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.26,16.16,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
2,BRB - CFI S/A,1.39,18.04,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.46,19.02,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
4,BCO ALFA S.A.,1.47,19.17,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.53,20.04,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.57,20.62,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SANTANDER (BRASIL) S.A.,1.68,22.08,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO DO BRASIL S.A.,1.71,22.57,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
9,BCO FIBRA S.A.,1.73,22.88,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
10,BRB - BCO DE BRASILIA S.A.,1.74,22.94,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO BARIGUI INV FIN S/A,1.74,23.01,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO SAFRA S.A.,1.77,23.5,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
13,SANTINVEST S.A. - CFI,1.78,23.59,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
14,BCO DO EST. DO PA S.A.,1.78,23.63,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
15,LECCA CFI S.A.,1.81,23.99,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
16,BIORC FINANCEIRA - CFI S.A.,1.82,24.23,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
17,KIRTON BANK,1.83,24.28,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
18,BCO MERCANTIL DO BRASIL S.A.,1.85,24.59,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
19,PARANA BCO S.A.,1.85,24.6,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
20,BCO CETELEM S.A.,1.89,25.26,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
21,ITAÚ UNIBANCO BM S.A.,1.9,25.27,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
22,BCO ARBI S.A.,1.92,25.57,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
23,BANCOOB,1.92,25.67,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
24,BCO CRUZEIRO DO SUL S.A.,1.96,26.26,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
25,BCO BRADESCO S.A.,1.99,26.71,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
26,BCO BRADESCO FINANC. S.A.,2.02,27.17,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
27,BANCO ORIGINAL,2.02,27.19,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
28,BCO LUSO BRASILEIRO S.A.,2.1,28.3,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
29,BCO CCB BRASIL S.A.,2.1,28.33,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
30,BANCO INTER,2.11,28.49,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
31,BCO BMG S.A.,2.12,28.63,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
32,BCO VOTORANTIM S.A.,2.14,28.9,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
33,BCO INDUSTRIAL DO BRASIL S.A.,2.17,29.4,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
34,BCO DAYCOVAL S.A,2.26,30.74,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
35,BCO DO EST. DE SE S.A.,2.26,30.83,220,2012-08-13,13/08/2012 a 17/08/2012,Crédito pessoal consignado público,Pré-fixado
